"";"Binomial";"Wood.density..kg.m3.";"identifiant"
"6974";"Rhizophora racemosa";933;NA
"6975";"Rhizophora stylosa";840;NA
"6976";"Rhodamnia acuminata";801;NA
"6977";"Rhodamnia argentea";699;NA
"6978";"Rhodamnia blairiana";870;NA
"6979";"Rhodamnia cinerea";870;NA
"6980";"Rhodamnia costata";719;NA
"6981";"Rhodamnia dumetorum";878,75;NA
"6982";"Rhodamnia glauca";668;NA
"6983";"Rhodamnia latifolia";760;NA
"6984";"Rhodamnia mulleri";760;NA
"6985";"Rhodamnia rubescens";641,666666666667;NA
"6986";"Rhodamnia sessiliflora";839;NA
"6987";"Rhododendron arboreum";491;NA
"6988";"Rhododendron maximum";500;NA
"6989";"Rhodolaena bakeriana";845,5;NA
"6990";"Rhodoleia championii";600;NA
"6991";"Rhodoleia teysmanni";630;NA
"6992";"Rhodomyrtus macrocarpa";779;NA
"6993";"Rhodosphaera rhodanthema";591;NA
"6994";"Rhodostemonodaphne grandis";390;NA
"6995";"Rhodostemonodaphne praeclara";400;NA
"6996";"Rhoicissus revoilii";538;NA
"6997";"Rhus diversiloba";630;NA
"6998";"Rhus lancea";827;NA
"6999";"Rhus longipes";702;NA
"7000";"Rhus potaninii";477;NA
"7001";"Rhus pyroides";1007;NA
"7002";"Rhus succedanea";441;NA
"7003";"Rhus sylvestris";640;NA
"7004";"Rhus taitensis";370;NA
"7005";"Rhus tenuinervis";947;NA
"7006";"Rhus typhina";450;NA
"7007";"Rhus verniciflua";408;NA
"7008";"Ribes californicum";730;NA
"7009";"Richeria grandis";576,666666666667;NA
"7010";"Ricinodendron heudelotii";210,6;NA
"7011";"Rinorea deflexiflora";595,5;NA
"7012";"Rinorea ferruginea";689;NA
"7013";"Rinorea flavescens";630;NA
"7014";"Rinorea guatemalensis";740;NA
"7015";"Rinorea guianensis";780;NA
"7016";"Rinorea paniculata";750;NA
"7017";"Rinorea pectino-squamata";610;NA
"7018";"Rinorea pubiflora";750;NA
"7019";"Rinorea racemosa";682;NA
"7020";"Rinorea ulmifolia";750;NA
"7021";"Rinorea viridifolia";515;NA
"7022";"Ristantia pachysperma";702;NA
"7023";"Robinia coccinea";610;NA
"7024";"Robinia pseudoacacia";674,6;NA
"7025";"Robinsonella mirandae";500;NA
"7026";"Rockinghamia angustifolia";689;NA
"7027";"Rollinia annonoides";320;NA
"7028";"Rollinia exsucca";374,75;NA
"7029";"Rollinia insignis";425;NA
"7030";"Rollinia membranacea";300;NA
"7031";"Rollinia mucosa";320;NA
"7032";"Rollinia pittieri";270;NA
"7033";"Rollinia sericea";470;NA
"7034";"Rondeletia galeottii";500;NA
"7035";"Rothmannia fischeri";745;NA
"7036";"Rothmannia urcelliformis";538;NA
"7037";"Roucheria calophylla";880;NA
"7038";"Roucheria columbiana";770;NA
"7039";"Roupala brasiliensis";899,333333333333;NA
"7040";"Roupala glabrata";830;NA
"7041";"Roupala montana";783,333333333333;NA
"7042";"Ruagea insignis";470;NA
"7043";"Rubus alceifolius";350;NA
"7044";"Rudgea viburnoides";570;NA
"7045";"Ruizterania albiflora";576,125;NA
"7046";"Ruizterania retusa";705;NA
"7047";"Ruprechtia apetala";660,5;NA
"7048";"Ruprechtia exploratricis";700;NA
"7049";"Ruprechtia fusca";700;NA
"7050";"Ruprechtia laxiflora";586;NA
"7051";"Ruprechtia triflora";619;NA
"7052";"Ryparosa caesia";570;NA
"7053";"Ryparosa fasciculata";620;NA
"7054";"Ryparosa hullettii";610;NA
"7055";"Ryparosa javanica";450;NA
"7056";"Ryparosa kunstleri";530;NA
"7057";"Ryparosa micromera";700;NA
"7058";"Ryparosa multinervosa";600;NA
"7059";"Ryparosa wallichii";690;NA
"7060";"Ryparosa wrayi";490;NA
"7061";"Saccellium brasiliense";920;NA
"7062";"Sacoglottis cydonioides";782,333333333333;NA
"7063";"Sacoglottis gabonensis";796,333333333333;NA
"7064";"Sacoglottis guianensis";835,857142857143;NA
"7065";"Sacoglottis indet";775;NA
"7066";"Sacoglottis mattogrossensis";770;NA
"7067";"Sacoglottis procera";690;NA
"7068";"Sageraea elliptica";670;NA
"7069";"Sageraea lanceolata";630;NA
"7070";"Sageraea laurina";520;NA
"7071";"Sageraea listeri";758;NA
"7072";"Sagotia racemosa";580;NA
"7073";"Salacia elliptica";760;NA
"7074";"Salix alba";284;NA
"7075";"Salix babylonica";420;NA
"7076";"Salix caprea";396;NA
"7077";"Salix chaenomeloides";430;NA
"7078";"Salix chilensis";404;NA
"7079";"Salix fragilis";360;NA
"7080";"Salix lasiandra";390;NA
"7081";"Salix macrolepis";323,333333333333;NA
"7082";"Salix matsudana";467,75;NA
"7083";"Salix nigra";360;NA
"7084";"Salix purpurea";460;NA
"7085";"Salix subserrata";525;NA
"7086";"Salix tetrasperma";340;NA
"7087";"Salix wallichiana";460;NA
"7088";"Salvadora persica";594;NA
"7089";"Salvertia convallariodora";650;NA
"7090";"Sambucus caerulea";460;NA
"7091";"Sambucus mexicana";450;NA
"7092";"Sambucus peruviana";429;NA
"7093";"Sandoricum beccarianum";380;NA
"7094";"Sandoricum emarginatum";380;NA
"7095";"Sandoricum koetjape";473,333333333333;NA
"7096";"Sandoricum vidalii";453;NA
"7097";"Sandwithia guyanensis";740;NA
"7098";"Santalum acuminatum";677;NA
"7099";"Santalum lanceolatum";780;NA
"7100";"Santalum macgregorii";689;NA
"7101";"Santalum murrayanum";623;NA
"7102";"Santalum spicatum";837,666666666667;NA
"7103";"Santiria apiculata";580;NA
"7104";"Santiria conferta";523,333333333333;NA
"7105";"Santiria griffithii";675;NA
"7106";"Santiria laevigata";525;NA
"7107";"Santiria lamprocarpa";630;NA
"7108";"Santiria oblongifolia";530;NA
"7109";"Santiria rubiginosa";683,333333333333;NA
"7110";"Santiria rubra";540;NA
"7111";"Santiria tomentosa";580;NA
"7112";"Santiria trimera";546,333333333333;"bouamir_p16_218"
"7113";"Sapindus divaricatus";600;NA
"7114";"Sapindus laurifolius";909,333333333333;NA
"7115";"Sapindus mukorossi";701,5;NA
"7116";"Sapindus rarak";510;NA
"7117";"Sapindus saponaria";712,25;NA
"7118";"Sapium aucuparium";450;NA
"7119";"Sapium baccatum";335,333333333333;NA
"7120";"Sapium discolor";344;NA
"7121";"Sapium ellipticum";551;NA
"7122";"Sapium glandulosum";415,25;NA
"7123";"Sapium haematospermum";332,5;NA
"7124";"Sapium indet";470;NA
"7125";"Sapium insigne";372;NA
"7126";"Sapium jenmani";460;NA
"7127";"Sapium jenmanii";440;NA
"7128";"Sapium laurocerasus";380;NA
"7129";"Sapium luzonicum";427;NA
"7130";"Sapium macrocarpum";437,5;NA
"7131";"Sapium marmieri";410;NA
"7132";"Sapium pedicellatum";360;NA
"7133";"Sapium sebiferum";473;NA
"7134";"Sapium stylare";470;NA
"7135";"Sapranthus palanga";630;NA
"7136";"Saraca bijuga";540;NA
"7137";"Saraca declinata";440;NA
"7138";"Saraca dives";637;NA
"7139";"Saraca indica";648;NA
"7140";"Saraca minor";480;NA
"7141";"Saraca thaipingensis";470;NA
"7142";"Sarcaulus brasiliensis";615;NA
"7143";"Sarcocephalus cordatus";498;NA
"7144";"Sarcomelicope simplicifolia";765;NA
"7145";"Sarcopteryx martyana";562;NA
"7146";"Sarcopteryx stipitata";839;NA
"7147";"Sarcosperma arboreum";413;NA
"7148";"Sarcosperma laurinum";466,666666666667;NA
"7149";"Sarcosperma paniculatum";380;NA
"7150";"Sarcosperma uittienii";460;NA
"7151";"Sarcotheca diversifolia";610;NA
"7152";"Sarcotheca glauca";610;NA
"7153";"Sarcotoechia lanceolata";663;NA
"7154";"Sassafras albidum";420;NA
"7155";"Sassafras tzumu";469,666666666667;NA
"7156";"Saurauia capitulata";320;NA
"7157";"Saurauia laevigata";435;NA
"7158";"Saurauia macrantha";380;NA
"7159";"Saurauia roxburghii";579;NA
"7160";"Saurauia tristyla";339;NA
"7161";"Saxegothaea conspicua";501;NA
"7162";"Scaphium affine";560;NA
"7163";"Scaphium borneense";500;NA
"7164";"Scaphium linearicarpum";410;NA
"7165";"Scaphium longiflorum";440;NA
"7166";"Scaphium macropodum";530;NA
"7167";"Schefflera actinophylla";413;NA
"7168";"Schefflera aromatica";370;NA
"7169";"Schefflera decaphylla";446,333333333333;NA
"7170";"Schefflera morototoni";455,9375;NA
"7171";"Schefflera octophylla";370,6;NA
"7172";"Schefflera rodriguesiana";430;NA
"7173";"Schefflera umbellifera";276;NA
"7174";"Schima argentea";525;NA
"7175";"Schima noronhae";590;NA
"7176";"Schima superba";537,5;NA
"7177";"Schima wallichii";557,75;NA
"7178";"Schinopsis balansae";1074,25;NA
"7179";"Schinopsis brasiliensis";1230;NA
"7180";"Schinopsis haenkeana";998;NA
"7181";"Schinopsis indet";1000;NA
"7182";"Schinopsis lorentzii";900;NA
"7183";"Schinopsis quebracho-colorado";986,8;NA
"7184";"Schinus johnstonii";710;NA
"7185";"Schinus meyeri";525;NA
"7186";"Schinus molle";525;NA
"7187";"Schinziophyton rautanenii";169,5;NA
"7188";"Schistostemon retusum";1000;NA
"7189";"Schizolobium amazonicum";580;NA
"7190";"Schizolobium parahyba";346,5;NA
"7191";"Schizolobium parahybum";300;NA
"7192";"Schizolobium robustum";426;NA
"7193";"Schizomeria gorumensis";560;NA
"7194";"Schizomeria ilicina";510;NA
"7195";"Schizomeria orthophlebia";510;NA
"7196";"Schizomeria ovata";541;NA
"7197";"Schizomeria serrata";515,5;NA
"7198";"Schizomeria versteeghii";460;NA
"7199";"Schizomeria whitei";594;NA
"7200";"Schleichera oleosa";896,75;NA
"7201";"Schleichera trijuga";900;NA
"7202";"Schoutenia accrescens";770;NA
"7203";"Schoutenia kunstleri";640;NA
"7204";"Schoutenia ovata";790;NA
"7205";"Schrebera alata";607;NA
"7206";"Schrebera arborea";663;NA
"7207";"Schrebera swietenioides";754;NA
"7208";"Schrebera trichoclada";801;NA
"7209";"Sciadodendron excelsum";530;NA
"7210";"Sclerocarya birrea";508;NA
"7211";"Sclerocarya caffra";469;NA
"7212";"Sclerolobium albiflorum";371,5;NA
"7213";"Sclerolobium aureum";700;NA
"7214";"Sclerolobium chrysophyllum";615;NA
"7215";"Sclerolobium denudatum";630;NA
"7216";"Sclerolobium indet";440;NA
"7217";"Sclerolobium melanocarpum";610;NA
"7218";"Sclerolobium melinonii";499,5;NA
"7219";"Sclerolobium micranthum";440;NA
"7220";"Sclerolobium micropetalum";451,666666666667;NA
"7221";"Sclerolobium paraense";688;NA
"7222";"Sclerolobium poeppigianum";650;NA
"7223";"Sclerolobium rugosum";690;NA
"7224";"Sclerolobium setiferum";510;NA
"7225";"Scleronema micranthum";624,777777777778;NA
"7226";"Scleronema praecox";593,333333333333;NA
"7227";"Scolopia braunii";663;NA
"7228";"Scolopia indet";794;NA
"7229";"Scolopia saeva";830;NA
"7230";"Scolopia spinosa";740;NA
"7231";"Scolopia zeyheri";715;NA
"7232";"Scorodocarpus borneensis";723,333333333333;NA
"7233";"Scorodophloeus zenkeri";723,75;NA
"7234";"Scottellia kamerunensis";542;NA
"7235";"Scottellia klaineana";575,75;NA
"7236";"Scutia buxifolia";913;NA
"7237";"Scutinanthe brunnea";560;NA
"7238";"Scyphiphora hydrophylacea";680;NA
"7239";"Scyphiphora hydrophyllacea";690;NA
"7240";"Scyphocephalium mannii";507,444444444444;NA
"7241";"Scytopetalum tieghemii";625;NA
"7242";"Sebastiania brasiliensis";673,5;NA
"7243";"Sebastiania commersoniana";636,5;NA
"7244";"Securinega flexuosa";693,333333333333;NA
"7245";"Securinega guaraiuva";900;NA
"7246";"Securinega samoana";663;NA
"7247";"Seguieria langsdorffii";590;NA
"7248";"Semecarpus albescens";260;NA
"7249";"Semecarpus anacardium";425;NA
"7250";"Semecarpus australiensis";387;NA
"7251";"Semecarpus heterophylla";320;NA
"7252";"Semecarpus lucens";270;NA
"7253";"Semecarpus magnifica";413;NA
"7254";"Senefeldera inclinata";700;NA
"7255";"Senefeldera macrophylla";860;NA
"7256";"Senna atomaria";800;NA
"7257";"Senna multijuga";582;NA
"7258";"Senna racemosa";540;NA
"7259";"Senna reticulata";450;NA
"7260";"Senna siamea";660;NA
"7261";"Senna singueana";706;NA
"7262";"Senna timorensis";482;NA
"7263";"Septotheca tessmannii";590;NA
"7264";"Sequoia sempervirens";380;NA
"7265";"Serianthes grandiflora";490;NA
"7266";"Serianthes melanesica";320;NA
"7267";"Serianthes myriadenia";480;NA
"7268";"Sesbania grandiflora";448;NA
"7269";"Sesbania sesban";430;NA
"7270";"Sextonia rubra";552,285714285714;NA
"7271";"Shirakiopsis elliptica";511,5;"bouamir_p16_216"
"7272";"Shorea acuminata";420;NA
"7273";"Shorea acuminatissima";390;NA
"7274";"Shorea agami";530;NA
"7275";"Shorea agsaboensis";330;NA
"7276";"Shorea albida";580;NA
"7277";"Shorea almon";390;NA
"7278";"Shorea amplexicaulis";440;NA
"7279";"Shorea argentifolia";520;NA
"7280";"Shorea assamica";464,333333333333;NA
"7281";"Shorea astylosa";720;NA
"7282";"Shorea atrinervosa";770;NA
"7283";"Shorea balangeran";690;NA
"7284";"Shorea balanocarpoides";590;NA
"7285";"Shorea beccariana";470;NA
"7286";"Shorea bentongensis";545;NA
"7287";"Shorea blumutensis";720;NA
"7288";"Shorea bracteolata";535;NA
"7289";"Shorea ciliata";890;NA
"7290";"Shorea collina";820;NA
"7291";"Shorea contorta";430;NA
"7292";"Shorea coriacea";560;NA
"7293";"Shorea curtisii";526,666666666667;NA
"7294";"Shorea dasyphylla";435;NA
"7295";"Shorea dealbata";595;NA
"7296";"Shorea elliptica";790;NA
"7297";"Shorea exelliptica";770;NA
"7298";"Shorea faguetiana";480;NA
"7299";"Shorea falcifera";845;NA
"7300";"Shorea falciferoides";720;NA
"7301";"Shorea fallax";500;NA
"7302";"Shorea ferruginea";390;NA
"7303";"Shorea flemmichii";680;NA
"7304";"Shorea foxworthyi";816,666666666667;NA
"7305";"Shorea gibbosa";455;NA
"7306";"Shorea glauca";845;NA
"7307";"Shorea gratissima";640;NA
"7308";"Shorea guiso";705;NA
"7309";"Shorea havilandii";880;NA
"7310";"Shorea hemsleyana";650;NA
"7311";"Shorea henryana";660;NA
"7312";"Shorea hopeifolia";485;NA
"7313";"Shorea hypochra";615;NA
"7314";"Shorea inaequilateralis";680;NA
"7315";"Shorea inappendiculata";785;NA
"7316";"Shorea javanica";510;NA
"7317";"Shorea johorensis";393,333333333333;NA
"7318";"Shorea kalunti";460;NA
"7319";"Shorea kunstleri";716,666666666667;NA
"7320";"Shorea laevis";686,666666666667;NA
"7321";"Shorea lamellata";583,333333333333;NA
"7322";"Shorea lepida";395;NA
"7323";"Shorea leprosula";440;NA
"7324";"Shorea leptoclados";440;NA
"7325";"Shorea longisperma";440;NA
"7326";"Shorea lumutensis";920;NA
"7327";"Shorea macrantha";595;NA
"7328";"Shorea macrophylla";320;NA
"7329";"Shorea macroptera";425;NA
"7330";"Shorea malibato";720;NA
"7331";"Shorea materialis";745;NA
"7332";"Shorea maxima";570;NA
"7333";"Shorea maxwelliana";830;NA
"7334";"Shorea meadiana";750;NA
"7335";"Shorea mecistopteryx";426,666666666667;NA
"7336";"Shorea multiflora";510;NA
"7337";"Shorea negrosensis";510;NA
"7338";"Shorea oblongifolia";895;NA
"7339";"Shorea obtusa";850;NA
"7340";"Shorea ochracea";450;NA
"7341";"Shorea ochrophloia";725;NA
"7342";"Shorea ovalis";430;NA
"7343";"Shorea ovata";640;NA
"7344";"Shorea pachyphylla";620;NA
"7345";"Shorea palembanica";453,333333333333;NA
"7346";"Shorea palosapis";420;NA
"7347";"Shorea parvifolia";405;NA
"7348";"Shorea parvistipulata";400;NA
"7349";"Shorea pauciflora";532,5;NA
"7350";"Shorea philippinensis";430;NA
"7351";"Shorea pinanga";363,333333333333;NA
"7352";"Shorea platycarpa";590;NA
"7353";"Shorea platyclados";556,666666666667;NA
"7354";"Shorea polita";505;NA
"7355";"Shorea polysperma";505;NA
"7356";"Shorea quadrinervis";435;NA
"7357";"Shorea resina-nigra";530;NA
"7358";"Shorea resinosa";610;NA
"7359";"Shorea retinodes";610;NA
"7360";"Shorea robusta";730;NA
"7361";"Shorea roxburghii";700;NA
"7362";"Shorea rugosa";556,666666666667;NA
"7363";"Shorea scaberrima";470;NA
"7364";"Shorea scabrida";460;NA
"7365";"Shorea scrobiculata";810;NA
"7366";"Shorea selanica";370;NA
"7367";"Shorea seminis";720;NA
"7368";"Shorea sericeiflora";790;NA
"7369";"Shorea siamensis";860;NA
"7370";"Shorea singkawang";530;NA
"7371";"Shorea smithiana";355;NA
"7372";"Shorea sororia";430;NA
"7373";"Shorea squamata";420;NA
"7374";"Shorea stenoptera";330;NA
"7375";"Shorea suavis";780;NA
"7376";"Shorea submontana";860;NA
"7377";"Shorea sumatrana";710;NA
"7378";"Shorea superba";690;NA
"7379";"Shorea talura";620;NA
"7380";"Shorea teysmanniana";505;NA
"7381";"Shorea uliginosa";510;NA
"7382";"Shorea venulosa";650;NA
"7383";"Shorea virescens";435;NA
"7384";"Shorea xanthophylla";520;NA
"7385";"Sideroxylon capiri";760;NA
"7386";"Sideroxylon foetidissimum";895;NA
"7387";"Sideroxylon indet";1234;NA
"7388";"Sideroxylon inerme";857;NA
"7389";"Sideroxylon longepetiolatum";480;NA
"7390";"Sideroxylon obovatum";860;NA
"7391";"Sideroxylon obtusifolium";777,333333333333;NA
"7392";"Sideroxylon portoricense";915;NA
"7393";"Sideroxylon salicifolium";866,666666666667;NA
"7394";"Simaba cedron";474,333333333333;NA
"7395";"Simaba multiflora";336,5;NA
"7396";"Simaba orinocensis";420;NA
"7397";"Simarouba amara";383,333333333333;NA
"7398";"Simarouba tulae";850;NA
"7399";"Simarouba versicolor";438,2;NA
"7400";"Simira ecuadorensis";800;NA
"7401";"Simira indet";585;NA
"7402";"Simira maxonii";615;NA
"7403";"Simira rubescens";800;NA
"7404";"Simira salvadorensis";600;NA
"7405";"Simira tinctoria";670;NA
"7406";"Sindora affinis";610;NA
"7407";"Sindora beccariana";545;NA
"7408";"Sindora bruggemanii";540;NA
"7409";"Sindora coriacea";550;NA
"7410";"Sindora echinocalyx";610;NA
"7411";"Sindora galedupa";615;NA
"7412";"Sindora glabra";573,5;NA
"7413";"Sindora irpicina";480;NA
"7414";"Sindora javanica";570;NA
"7415";"Sindora klaineana";577,5;NA
"7416";"Sindora leiocarpa";510;NA
"7417";"Sindora parvifoliola";560;NA
"7418";"Sindora siamensis";716;NA
"7419";"Sindora sumatrana";600;NA
"7420";"Sindora supa";555;NA
"7421";"Sindora tonkinensis";710;NA
"7422";"Sindora velutina";540;NA
"7423";"Sindora wallichii";540;NA
"7424";"Sindoropsis letestui";640,125;NA
"7425";"Siparuna cuspidata";655;NA
"7426";"Siparuna decipiens";640,5;NA
"7427";"Siparuna poeppigii";690;NA
"7428";"Siphonodon australis";688;NA
"7429";"Siphonodon celastrineus";619,5;NA
"7430";"Siphonodon membranaceus";719;NA
"7431";"Siphonodon pendulus";607;NA
"7432";"Sloanea aberrans";410;NA
"7433";"Sloanea australis";516,333333333333;NA
"7434";"Sloanea berteriana";800;NA
"7435";"Sloanea celebica";530;NA
"7436";"Sloanea dasycarpa";431;NA
"7437";"Sloanea echinocarpa";770;NA
"7438";"Sloanea eichleri";750;NA
"7439";"Sloanea forbesii";421;NA
"7440";"Sloanea fragrans";470;NA
"7441";"Sloanea grandiflora";810,25;NA
"7442";"Sloanea guianensis";821,2;NA
"7443";"Sloanea javanica";545;NA
"7444";"Sloanea langii";594;NA
"7445";"Sloanea laurifolia";815,5;NA
"7446";"Sloanea macbrydei";477,333333333333;NA
"7447";"Sloanea megacarpa";861;NA
"7448";"Sloanea monosperma";880;NA
"7449";"Sloanea nitida";955;NA
"7450";"Sloanea paradisearum";320;NA
"7451";"Sloanea petenensis";670;NA
"7452";"Sloanea pulchra";480;NA
"7453";"Sloanea pullei";370;NA
"7454";"Sloanea rhodantha";538;NA
"7455";"Sloanea robusta";861;NA
"7456";"Sloanea schomburgkii";865,5;NA
"7457";"Sloanea sigun";490;NA
"7458";"Sloanea sinensis";478,5;NA
"7459";"Sloanea sogerensis";400;NA
"7460";"Sloanea synandra";653;NA
"7461";"Sloanea tieghemi";450;NA
"7462";"Sloanea versteeghii";550;NA
"7463";"Sloanea woollsii";519;NA
"7464";"Socratea exorrhiza";230;NA
"7465";"Solanum acanthodes";320;NA
"7466";"Solanum aphyodendron";545;NA
"7467";"Solanum crinitum";240;NA
"7468";"Solanum grandiflorum";350;NA
"7469";"Solanum granuloso-leprosum";404;NA
"7470";"Solanum pseudoquina";530;NA
"7471";"Solanum umbellatum";494;NA
"7472";"Sonneratia alba";508,5;NA
"7473";"Sonneratia apetala";528,5;NA
"7474";"Sonneratia caseolaris";388,5;NA
"7475";"Sonneratia griffithii";689;NA
"7476";"Sonneratia indet";620;NA
"7477";"Sonneratia ovata";370;NA
"7478";"Sophora japonica";635,5;NA
"7479";"Sorbus aria";641,5;NA
"7480";"Sorbus aucuparia";629;NA
"7481";"Sorbus folgneri";620;NA
"7482";"Sorbus pohuashanensis";525;NA
"7483";"Sorbus torminalis";611;NA
"7484";"Sorindeia madagascariensis";560;NA
"7485";"Sorocea bonplandii";615;NA
"7486";"Sorocea briquetii";595;NA
"7487";"Soymida febrifuga";960;NA
"7488";"Spachea elegans";595;NA
"7489";"Sparattosperma leucanthum";570;NA
"7490";"Spathodea campanulata";350,5;NA
"7491";"Spatholobus indet";465;NA
"7492";"Sphalmium racemosum";482;NA
"7493";"Sphenostemon lobosporus";469;NA
"7494";"Spiraeanthemum idenburgense";550;NA
"7495";"Spiraeanthemum pulleanum";550;NA
"7496";"Spirostachys africana";825;NA
"7497";"Spondianthus preussii";645;NA
"7498";"Spondias cytherea";294,666666666667;NA
"7499";"Spondias dulcis";370;NA
"7500";"Spondias mombin";391,4375;NA
"7501";"Spondias pinnata";294,4;NA
"7502";"Spondias purpurea";330;NA
"7503";"Spondias radlkoferi";435;NA
"7504";"Stachyarrhena acuminata";820;NA
"7505";"Stachyothyrsus stapfiana";645;NA
"7506";"Staudtia gabonensis";749;NA
"7507";"Staudtia kamerunensis";796,529411764706;"bouamir_p16_81"
"7508";"Staudtia stipitata";730;NA
"7509";"Steganthera laxiflora";551;NA
"7510";"Stelechocarpus burahol";550;NA
"7511";"Stemmadenia donnell-smithii";530;NA
"7512";"Stemmadenia obovata";470;NA
"7513";"Stemonocoleus micranthus";581;NA
"7514";"Stemonurus australianus";570;NA
"7515";"Stemonurus celebicus";570;NA
"7516";"Stemonurus javanicus";390;NA
"7517";"Stemonurus scorpioides";510;NA
"7518";"Stemonurus secundiflorus";510;NA
"7519";"Stemonurus umbellatus";610;NA
"7520";"Stenocarpus reticulatus";883;NA
"7521";"Stenocarpus salignus";676,5;NA
"7522";"Stenocarpus sinuatus";646;NA
"7523";"Sterculia aerisperma";620;NA
"7524";"Sterculia africana";276;NA
"7525";"Sterculia alata";550;NA
"7526";"Sterculia apeibophylla";470;NA
"7527";"Sterculia apetala";392;NA
"7528";"Sterculia appendiculata";607;NA
"7529";"Sterculia campanulata";280;NA
"7530";"Sterculia ceramica";220;NA
"7531";"Sterculia coccinea";234;NA
"7532";"Sterculia conwentzii";276;NA
"7533";"Sterculia cordata";320;NA
